S,73,T,prob,Connected,67,63,60,31,24,23,15,11,10,4,2,69,70,66,68,64,65,56,59,54,58,53,55,44,52,40,48,38,47,37,46,18,36,8,34
1,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
2,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
0,,1,0.0924,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.0924,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
2,,1,0.0924,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.1596,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.1596,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
2,,1,0.1596,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
1,,1,0.168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
2,,1,0.168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
0,,0,0.1125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.1125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2,,0,0.1125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.1375,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.1375,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
2,,0,0.1375,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.2295,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.2295,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
2,,0,0.2295,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.2805,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.2805,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
2,,0,0.2805,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,0,0.108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
1,,0,0.108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
2,,0,0.108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
0,,0,0.132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
1,,0,0.132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
2,,0,0.132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
0,,1,0.1125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.1125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2,,1,0.1125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.1375,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.1375,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
2,,1,0.1375,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.2295,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.2295,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
2,,1,0.2295,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.2805,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.2805,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
2,,1,0.2805,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
1,,1,0.108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
2,,1,0.108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
0,,1,0.132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
1,,1,0.132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
2,,1,0.132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
