1,,1,0.3024,True,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.11760000000000001,True,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.11760000000000001,True,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.4661,True,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.4661,False,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.3239,True,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.3239,True,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.12389999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.12389999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.0861,False,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.0861,False,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.4661,False,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.4661,False,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.3239,False,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.3239,False,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.12389999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.12389999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.0861,True,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.0861,True,,,,,,,,,,,,,,,,1.0,1.0
