0,,1,0.66,True,,,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.66,False,,,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.34,True,,,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.34,True,,,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.495,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.495,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.165,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.165,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.255,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.255,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.085,False,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.085,False,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.495,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.495,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.165,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.165,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.255,True,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.255,True,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.085,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.085,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.44880000000000003,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.44880000000000003,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.21120000000000003,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.21120000000000003,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.23120000000000004,True,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.23120000000000004,True,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.10880000000000001,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.10880000000000001,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.44880000000000003,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.44880000000000003,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.21120000000000003,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.21120000000000003,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.23120000000000004,True,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.23120000000000004,True,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.10880000000000001,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.10880000000000001,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.3953,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.3953,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.1947,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.1947,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.2747,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.2747,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.1353,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.1353,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.3953,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.3953,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.1947,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.1947,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.2747,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.2747,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.1353,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1353,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.2805,True,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.2805,True,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.2695,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.2695,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.2295,True,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.2295,True,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.2205,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.2205,False,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.2805,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.2805,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.2695,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.2695,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.2295,True,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.2295,True,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.2205,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.2205,False,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.2805,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.2805,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.2695,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.2695,True,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.2295,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.2295,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.2205,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.2205,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.2805,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.2805,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.2695,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.2695,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.2295,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.2295,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.2205,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.2205,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.4745,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.4745,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.2555,True,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.2555,True,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.17550000000000002,True,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.17550000000000002,True,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.0945,True,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.0945,True,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.4745,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.4745,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.2555,True,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.2555,True,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.17550000000000002,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.17550000000000002,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.0945,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.0945,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.5694,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.5694,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.1606,True,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.1606,True,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.2106,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.2106,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.0594,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.0594,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.5694,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.5694,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.1606,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.1606,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.2106,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.2106,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.0594,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.0594,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.3976,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.3976,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.3124,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.3124,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.16240000000000002,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.16240000000000002,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.1276,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.1276,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.3976,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.3976,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.3124,True,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.3124,True,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.16240000000000002,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.16240000000000002,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.1276,False,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.1276,False,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.496,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.496,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.124,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.124,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.30400000000000005,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.30400000000000005,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.07600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.07600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.496,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.496,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.124,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.124,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.30400000000000005,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.30400000000000005,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.07600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.07600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
