0,,1,0.28,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.28,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.29,False,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.29,False,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.43,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.43,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.28,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.28,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.29,False,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.29,True,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.22,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.22,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.44,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.44,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.34,False,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.34,False,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.22,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.22,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.44,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.44,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.34,True,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.34,True,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.22,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.22,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.44,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.44,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.34,True,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.34,True,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.62,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.62,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.34,True,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.34,True,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.04,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.04,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.62,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.62,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.34,True,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.34,True,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.04,True,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.04,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.62,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.62,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.34,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.34,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.04,True,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.04,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.61,False,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.61,False,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.39,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.39,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.61,False,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.61,True,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.39,True,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.39,True,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.61,False,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.61,False,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.39,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.39,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.24499999999999997,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.24499999999999997,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.105,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.105,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.45499999999999996,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.45499999999999996,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.195,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.195,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.24499999999999997,True,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.24499999999999997,True,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.105,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.105,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.45499999999999996,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.45499999999999996,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.195,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.195,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.24499999999999997,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.24499999999999997,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.105,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.105,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.45499999999999996,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.45499999999999996,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.195,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.195,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.29900000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.29900000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.35100000000000003,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.35100000000000003,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.161,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.161,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.189,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.189,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.29900000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.29900000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.35100000000000003,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.35100000000000003,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.161,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.161,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.189,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.189,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.29900000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.29900000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.35100000000000003,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.35100000000000003,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.161,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.161,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
