1,,2,0.16,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.39,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.39,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.41,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.41,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.2,False,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.2,False,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.39,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.39,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.41,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.41,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.2,False,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.2,False,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.39,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.39,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.41,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.41,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.2,True,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.2,False,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.402,True,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.402,True,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.268,True,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.268,True,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.198,False,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.198,False,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.132,False,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.132,False,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.402,True,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.402,True,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.268,True,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.268,True,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.198,False,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.198,False,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.132,False,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.132,False,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.402,False,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.402,False,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.268,False,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.268,False,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.198,False,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.198,False,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.132,False,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.132,False,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.0594,True,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.0594,True,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1593,True,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.1593,True,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.051300000000000005,True,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.051300000000000005,True,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.08360000000000001,True,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.08360000000000001,True,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.22419999999999998,True,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.22419999999999998,True,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.0722,True,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.0722,True,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.077,True,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.077,True,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.2065,True,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.2065,True,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.06649999999999999,False,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,0,0.06649999999999999,False,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.0594,False,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.0594,False,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.1593,False,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.1593,False,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.051300000000000005,False,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.051300000000000005,False,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.08360000000000001,True,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.08360000000000001,True,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.22419999999999998,True,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.22419999999999998,True,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.0722,True,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.0722,True,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.077,False,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.077,False,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.2065,False,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.2065,False,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,1,0.06649999999999999,False,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,1,0.06649999999999999,False,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.0594,False,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.0594,False,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.1593,False,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.1593,False,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.051300000000000005,False,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.051300000000000005,False,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.08360000000000001,False,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.08360000000000001,False,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.22419999999999998,False,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.22419999999999998,False,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.0722,False,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.0722,False,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.077,False,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.077,False,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.2065,False,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.2065,False,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,2,0.06649999999999999,False,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
1,,2,0.06649999999999999,False,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1936,False,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,,0,0.1936,True,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,,0,0.24640000000000004,False,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
1,,0,0.24640000000000004,False,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
0,,0,0.22440000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
1,,0,0.22440000000000002,True,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
0,,0,0.2856,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1,,0,0.2856,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
0,,0,0.022000000000000002,False,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
1,,0,0.022000000000000002,True,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
0,,0,0.028000000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
1,,0,0.028000000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
0,,1,0.1936,False,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,,1,0.1936,False,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,,1,0.24640000000000004,False,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
1,,1,0.24640000000000004,False,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
0,,1,0.22440000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
1,,1,0.22440000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
0,,1,0.2856,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1,,1,0.2856,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
0,,1,0.022000000000000002,False,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
1,,1,0.022000000000000002,False,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
0,,1,0.028000000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
1,,1,0.028000000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
0,,2,0.1936,False,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,,2,0.1936,True,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0,,2,0.24640000000000004,False,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
1,,2,0.24640000000000004,False,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,
0,,2,0.22440000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
1,,2,0.22440000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
0,,2,0.2856,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1,,2,0.2856,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
0,,2,0.022000000000000002,False,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
1,,2,0.022000000000000002,True,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,
0,,2,0.028000000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
1,,2,0.028000000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
0,,0,0.2666,True,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
1,,0,0.2666,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
0,,0,0.3534,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
1,,0,0.3534,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
0,,0,0.1634,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
1,,0,0.1634,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
0,,0,0.2166,False,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1,,0,0.2166,False,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
0,,1,0.2666,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
1,,1,0.2666,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
0,,1,0.3534,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
1,,1,0.3534,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
0,,1,0.1634,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
1,,1,0.1634,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
0,,1,0.2166,False,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1,,1,0.2166,False,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
0,,2,0.2666,True,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
1,,2,0.2666,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
0,,2,0.3534,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
1,,2,0.3534,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
0,,2,0.1634,True,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
1,,2,0.1634,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
0,,2,0.2166,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1,,2,0.2166,False,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
0,,0,0.315,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1,,0,0.315,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
0,,0,0.185,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
1,,0,0.185,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
0,,0,0.315,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
1,,0,0.315,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
0,,0,0.185,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1,,0,0.185,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
0,,1,0.315,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1,,1,0.315,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
0,,1,0.185,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
1,,1,0.185,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
0,,1,0.315,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
1,,1,0.315,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
0,,1,0.185,True,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1,,1,0.185,True,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
0,,2,0.315,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
1,,2,0.315,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
0,,2,0.185,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
1,,2,0.185,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,
0,,2,0.315,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
1,,2,0.315,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
0,,2,0.185,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1,,2,0.185,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
0,,0,0.2806,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,0,0.2806,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,0,0.1794,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,0,0.1794,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,0,0.3294,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,0,0.3294,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,0,0.2106,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,0,0.2106,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,1,0.2806,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,1,0.2806,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,1,0.1794,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,1,0.1794,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,1,0.3294,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,1,0.3294,True,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,1,0.2106,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,1,0.2106,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,2,0.2806,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,2,0.2806,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,2,0.1794,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,2,0.1794,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,2,0.3294,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,2,0.3294,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,2,0.2106,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,2,0.2106,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,0,0.093,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,0,0.093,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,0,0.207,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,0,0.207,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,0,0.217,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,0,0.217,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,0,0.48299999999999993,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,0,0.48299999999999993,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,1,0.093,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,1,0.093,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,1,0.207,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,1,0.207,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,1,0.217,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,1,0.217,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,1,0.48299999999999993,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,1,0.48299999999999993,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,2,0.093,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,2,0.093,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,2,0.207,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,2,0.207,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,2,0.217,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,2,0.217,True,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,2,0.48299999999999993,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,2,0.48299999999999993,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,0,0.1296,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,0,0.1296,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,0,0.1248,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,0,0.1248,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,0,0.22559999999999997,True,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
1,,0,0.22559999999999997,True,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
0,,0,0.081,True,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,0,0.081,True,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,0,0.078,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,0,0.078,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,0,0.141,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
1,,0,0.141,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
0,,0,0.0594,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,
1,,0,0.0594,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,
0,,0,0.0572,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
1,,0,0.0572,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
0,,0,0.10339999999999999,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
1,,0,0.10339999999999999,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
0,,1,0.1296,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,1,0.1296,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,1,0.1248,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,1,0.1248,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,1,0.22559999999999997,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
1,,1,0.22559999999999997,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
0,,1,0.081,True,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,1,0.081,True,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,1,0.078,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,1,0.078,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,1,0.141,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
