0,,0,0.10880000000000001,False,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.10880000000000001,False,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
2,,0,0.10880000000000001,False,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.12240000000000001,True,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.12240000000000001,True,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2,,0,0.12240000000000001,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.1764,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.1764,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2,,0,0.1764,False,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.061200000000000004,False,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.061200000000000004,True,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
2,,0,0.061200000000000004,False,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.21760000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.21760000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
2,,1,0.21760000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.3136,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.3136,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
2,,1,0.3136,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.10880000000000001,False,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.10880000000000001,True,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
2,,1,0.10880000000000001,False,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.12240000000000001,True,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.12240000000000001,True,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2,,1,0.12240000000000001,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.1764,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.1764,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2,,1,0.1764,False,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.061200000000000004,False,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.061200000000000004,True,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
2,,1,0.061200000000000004,False,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.05039999999999999,False,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.05039999999999999,False,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
2,,0,0.05039999999999999,False,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.1596,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.1596,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
2,,0,0.1596,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.1896,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.1896,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
2,,0,0.1896,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.6004,True,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.6004,True,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2,,0,0.6004,True,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.05039999999999999,False,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.05039999999999999,False,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
2,,1,0.05039999999999999,False,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.1596,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.1596,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
2,,1,0.1596,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.1896,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.1896,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
2,,1,0.1896,False,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.6004,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.6004,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2,,1,0.6004,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.3105,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.3105,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
2,,0,0.3105,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.3795,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.3795,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
2,,0,0.3795,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.1395,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.1395,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
2,,0,0.1395,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.1705,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.1705,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2,,0,0.1705,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.3105,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.3105,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
2,,1,0.3105,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.3795,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.3795,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
2,,1,0.3795,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.1395,True,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.1395,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
2,,1,0.1395,True,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.1705,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.1705,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2,,1,0.1705,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.28979999999999995,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.28979999999999995,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
2,,0,0.28979999999999995,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.13019999999999998,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.13019999999999998,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
2,,0,0.13019999999999998,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.3864,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.3864,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
2,,0,0.3864,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.1736,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.1736,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2,,0,0.1736,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.0138,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
1,,0,0.0138,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
2,,0,0.0138,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
0,,0,0.0062,False,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
1,,0,0.0062,False,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
2,,0,0.0062,False,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
0,,1,0.28979999999999995,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.28979999999999995,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
2,,1,0.28979999999999995,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.13019999999999998,True,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.13019999999999998,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
2,,1,0.13019999999999998,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.3864,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.3864,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
2,,1,0.3864,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.1736,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1736,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2,,1,0.1736,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.0138,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
1,,1,0.0138,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
2,,1,0.0138,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
0,,1,0.0062,True,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
1,,1,0.0062,False,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
2,,1,0.0062,False,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
0,,0,0.392,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.392,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
2,,0,0.392,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
