S,5,6,T,prob,Connected,2,4
0,,,4,0.06300000000000001,False,1.0,4.0
1,,,4,0.06300000000000001,True,1.0,4.0
2,,,4,0.06300000000000001,True,1.0,4.0
3,,,4,0.06300000000000001,True,1.0,4.0
4,,,4,0.06300000000000001,False,1.0,4.0
0,,,4,0.0495,False,2.0,4.0
1,,,4,0.0495,False,2.0,4.0
2,,,4,0.0495,False,2.0,4.0
3,,,4,0.0495,False,2.0,4.0
4,,,4,0.0495,False,2.0,4.0
0,,,4,0.045000000000000005,False,3.0,4.0
1,,,4,0.045000000000000005,False,3.0,4.0
2,,,4,0.045000000000000005,False,3.0,4.0
3,,,4,0.045000000000000005,False,3.0,4.0
4,,,4,0.045000000000000005,False,3.0,4.0
0,,,4,0.2115,False,4.0,4.0
1,,,4,0.2115,False,4.0,4.0
2,,,4,0.2115,False,4.0,4.0
3,,,4,0.2115,False,4.0,4.0
4,,,4,0.2115,False,4.0,4.0
