0,,1,0.39,True,,1.0,,,,,,,,,,,,,,,,,,,
1,,1,0.39,True,,1.0,,,,,,,,,,,,,,,,,,,
0,,2,0.61,False,,0.0,,,,,,,,,,,,,,,,,,,
1,,2,0.61,False,,0.0,,,,,,,,,,,,,,,,,,,
0,,2,0.39,True,,1.0,,,,,,,,,,,,,,,,,,,
1,,2,0.39,True,,1.0,,,,,,,,,,,,,,,,,,,
0,,0,0.52,False,,,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.52,False,,,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.48,False,,,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.48,False,,,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.52,True,,,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.52,True,,,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.48,False,,,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.48,False,,,1.0,,,,,,,,,,,,,,,,,,
0,,2,0.52,False,,,0.0,,,,,,,,,,,,,,,,,,
1,,2,0.52,False,,,0.0,,,,,,,,,,,,,,,,,,
0,,2,0.48,True,,,1.0,,,,,,,,,,,,,,,,,,
1,,2,0.48,True,,,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.32,True,,,,0.0,,,,,,,,,,,,,,,,,
1,,0,0.32,True,,,,0.0,,,,,,,,,,,,,,,,,
0,,0,0.37,True,,,,1.0,,,,,,,,,,,,,,,,,
1,,0,0.37,True,,,,1.0,,,,,,,,,,,,,,,,,
0,,0,0.31,True,,,,2.0,,,,,,,,,,,,,,,,,
1,,0,0.31,False,,,,2.0,,,,,,,,,,,,,,,,,
0,,1,0.32,True,,,,0.0,,,,,,,,,,,,,,,,,
1,,1,0.32,True,,,,0.0,,,,,,,,,,,,,,,,,
0,,1,0.37,True,,,,1.0,,,,,,,,,,,,,,,,,
1,,1,0.37,True,,,,1.0,,,,,,,,,,,,,,,,,
0,,1,0.31,True,,,,2.0,,,,,,,,,,,,,,,,,
1,,1,0.31,False,,,,2.0,,,,,,,,,,,,,,,,,
0,,2,0.32,True,,,,0.0,,,,,,,,,,,,,,,,,
1,,2,0.32,True,,,,0.0,,,,,,,,,,,,,,,,,
0,,2,0.37,True,,,,1.0,,,,,,,,,,,,,,,,,
1,,2,0.37,True,,,,1.0,,,,,,,,,,,,,,,,,
0,,2,0.31,True,,,,2.0,,,,,,,,,,,,,,,,,
1,,2,0.31,False,,,,2.0,,,,,,,,,,,,,,,,,
0,,0,0.48,True,,,,,0.0,,,,,,,,,,,,,,,,
1,,0,0.48,True,,,,,0.0,,,,,,,,,,,,,,,,
0,,0,0.52,True,,,,,1.0,,,,,,,,,,,,,,,,
1,,0,0.52,True,,,,,1.0,,,,,,,,,,,,,,,,
0,,1,0.48,False,,,,,0.0,,,,,,,,,,,,,,,,
1,,1,0.48,False,,,,,0.0,,,,,,,,,,,,,,,,
0,,1,0.52,True,,,,,1.0,,,,,,,,,,,,,,,,
1,,1,0.52,True,,,,,1.0,,,,,,,,,,,,,,,,
0,,2,0.48,False,,,,,0.0,,,,,,,,,,,,,,,,
1,,2,0.48,False,,,,,0.0,,,,,,,,,,,,,,,,
0,,2,0.52,False,,,,,1.0,,,,,,,,,,,,,,,,
1,,2,0.52,False,,,,,1.0,,,,,,,,,,,,,,,,
0,,0,0.43,False,,,,,,0.0,,,,,,,,,,,,,,,
1,,0,0.43,False,,,,,,0.0,,,,,,,,,,,,,,,
0,,0,0.57,False,,,,,,1.0,,,,,,,,,,,,,,,
1,,0,0.57,True,,,,,,1.0,,,,,,,,,,,,,,,
0,,1,0.43,True,,,,,,0.0,,,,,,,,,,,,,,,
1,,1,0.43,True,,,,,,0.0,,,,,,,,,,,,,,,
0,,1,0.57,False,,,,,,1.0,,,,,,,,,,,,,,,
1,,1,0.57,False,,,,,,1.0,,,,,,,,,,,,,,,
0,,2,0.43,False,,,,,,0.0,,,,,,,,,,,,,,,
1,,2,0.43,False,,,,,,0.0,,,,,,,,,,,,,,,
0,,2,0.57,False,,,,,,1.0,,,,,,,,,,,,,,,
1,,2,0.57,False,,,,,,1.0,,,,,,,,,,,,,,,
0,,0,0.59,False,,,,,,,0.0,,,,,,,,,,,,,,
1,,0,0.59,True,,,,,,,0.0,,,,,,,,,,,,,,
0,,0,0.41,False,,,,,,,1.0,,,,,,,,,,,,,,
1,,0,0.41,True,,,,,,,1.0,,,,,,,,,,,,,,
0,,1,0.59,False,,,,,,,0.0,,,,,,,,,,,,,,
1,,1,0.59,True,,,,,,,0.0,,,,,,,,,,,,,,
0,,1,0.41,False,,,,,,,1.0,,,,,,,,,,,,,,
1,,1,0.41,False,,,,,,,1.0,,,,,,,,,,,,,,
0,,2,0.59,False,,,,,,,0.0,,,,,,,,,,,,,,
1,,2,0.59,True,,,,,,,0.0,,,,,,,,,,,,,,
0,,2,0.41,False,,,,,,,1.0,,,,,,,,,,,,,,
1,,2,0.41,False,,,,,,,1.0,,,,,,,,,,,,,,
0,,0,0.3038,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.3038,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.1862,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.1862,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.2294,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.2294,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.1406,True,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.1406,True,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.0868,False,,,,,,,,0.0,2.0,,,,,,,,,,,,
1,,0,0.0868,False,,,,,,,,0.0,2.0,,,,,,,,,,,,
0,,0,0.053200000000000004,True,,,,,,,,1.0,2.0,,,,,,,,,,,,
1,,0,0.053200000000000004,True,,,,,,,,1.0,2.0,,,,,,,,,,,,
0,,1,0.3038,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.3038,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.1862,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.1862,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.2294,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.2294,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.1406,True,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1406,True,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.0868,False,,,,,,,,0.0,2.0,,,,,,,,,,,,
1,,1,0.0868,False,,,,,,,,0.0,2.0,,,,,,,,,,,,
0,,1,0.053200000000000004,True,,,,,,,,1.0,2.0,,,,,,,,,,,,
1,,1,0.053200000000000004,True,,,,,,,,1.0,2.0,,,,,,,,,,,,
0,,2,0.3038,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,2,0.3038,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,2,0.1862,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,2,0.1862,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,2,0.2294,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,2,0.2294,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,2,0.1406,True,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,2,0.1406,True,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,2,0.0868,False,,,,,,,,0.0,2.0,,,,,,,,,,,,
1,,2,0.0868,False,,,,,,,,0.0,2.0,,,,,,,,,,,,
0,,2,0.053200000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,
1,,2,0.053200000000000004,False,,,,,,,,1.0,2.0,,,,,,,,,,,,
0,,0,0.21450000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.21450000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.11549999999999999,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.11549999999999999,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.18200000000000002,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.18200000000000002,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.098,False,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.098,False,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.2535,False,,,,,,,,,,0.0,2.0,,,,,,,,,,
1,,0,0.2535,False,,,,,,,,,,0.0,2.0,,,,,,,,,,
0,,0,0.13649999999999998,False,,,,,,,,,,1.0,2.0,,,,,,,,,,
1,,0,0.13649999999999998,False,,,,,,,,,,1.0,2.0,,,,,,,,,,
0,,1,0.21450000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.21450000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.11549999999999999,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.11549999999999999,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.18200000000000002,True,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.18200000000000002,True,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.098,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.098,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.2535,False,,,,,,,,,,0.0,2.0,,,,,,,,,,
1,,1,0.2535,False,,,,,,,,,,0.0,2.0,,,,,,,,,,
0,,1,0.13649999999999998,False,,,,,,,,,,1.0,2.0,,,,,,,,,,
1,,1,0.13649999999999998,False,,,,,,,,,,1.0,2.0,,,,,,,,,,
0,,2,0.21450000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,2,0.21450000000000002,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,2,0.11549999999999999,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,2,0.11549999999999999,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,2,0.18200000000000002,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,2,0.18200000000000002,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,2,0.098,False,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,2,0.098,False,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,2,0.2535,False,,,,,,,,,,0.0,2.0,,,,,,,,,,
1,,2,0.2535,False,,,,,,,,,,0.0,2.0,,,,,,,,,,
0,,2,0.13649999999999998,False,,,,,,,,,,1.0,2.0,,,,,,,,,,
1,,2,0.13649999999999998,False,,,,,,,,,,1.0,2.0,,,,,,,,,,
0,,0,0.2668,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.2668,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.1932,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.1932,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.1392,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.1392,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.10079999999999999,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.10079999999999999,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.174,False,,,,,,,,,,,,0.0,2.0,,,,,,,,
1,,0,0.174,False,,,,,,,,,,,,0.0,2.0,,,,,,,,
0,,0,0.126,False,,,,,,,,,,,,1.0,2.0,,,,,,,,
1,,0,0.126,False,,,,,,,,,,,,1.0,2.0,,,,,,,,
0,,1,0.2668,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.2668,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.1932,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.1932,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.1392,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.1392,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.10079999999999999,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.10079999999999999,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.174,False,,,,,,,,,,,,0.0,2.0,,,,,,,,
1,,1,0.174,False,,,,,,,,,,,,0.0,2.0,,,,,,,,
0,,1,0.126,False,,,,,,,,,,,,1.0,2.0,,,,,,,,
1,,1,0.126,False,,,,,,,,,,,,1.0,2.0,,,,,,,,
0,,2,0.2668,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,2,0.2668,False,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,2,0.1932,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,2,0.1932,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,2,0.1392,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,2,0.1392,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,2,0.10079999999999999,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,2,0.10079999999999999,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,2,0.174,False,,,,,,,,,,,,0.0,2.0,,,,,,,,
1,,2,0.174,False,,,,,,,,,,,,0.0,2.0,,,,,,,,
0,,2,0.126,False,,,,,,,,,,,,1.0,2.0,,,,,,,,
1,,2,0.126,False,,,,,,,,,,,,1.0,2.0,,,,,,,,
0,,0,0.128,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.128,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.272,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.272,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.0928,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.0928,True,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.19720000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.19720000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.0992,False,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,0,0.0992,False,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,0,0.21080000000000002,False,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,0,0.21080000000000002,False,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,1,0.128,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.128,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.272,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.272,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.0928,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.0928,True,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.19720000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.19720000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.0992,False,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,1,0.0992,False,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,1,0.21080000000000002,False,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,1,0.21080000000000002,False,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,2,0.128,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,2,0.128,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,2,0.272,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,2,0.272,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,2,0.0928,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,2,0.0928,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,2,0.19720000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,2,0.19720000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,2,0.0992,False,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,2,0.0992,False,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,2,0.21080000000000002,False,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,2,0.21080000000000002,False,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,0,0.33,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.33,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.22000000000000003,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.22000000000000003,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.27,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.27,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.18000000000000002,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.18000000000000002,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.33,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.33,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.22000000000000003,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.22000000000000003,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.27,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.27,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.18000000000000002,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.18000000000000002,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,2,0.33,True,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,2,0.33,True,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,2,0.22000000000000003,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,2,0.22000000000000003,True,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,2,0.27,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,2,0.27,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,2,0.18000000000000002,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,2,0.18000000000000002,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.21120000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.21120000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.10880000000000001,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.10880000000000001,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.44880000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.44880000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.23120000000000004,False,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.23120000000000004,False,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.21120000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.21120000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.10880000000000001,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.10880000000000001,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.44880000000000003,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.44880000000000003,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.23120000000000004,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.23120000000000004,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,2,0.21120000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,2,0.21120000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,2,0.10880000000000001,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,2,0.10880000000000001,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,2,0.44880000000000003,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,2,0.44880000000000003,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,2,0.23120000000000004,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,2,0.23120000000000004,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.08000000000000002,True,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.08000000000000002,True,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.24,True,,,,,,,,,,,,,,,,,,,,2.0,0.0
1,,0,0.24,False,,,,,,,,,,,,,,,,,,,,2.0,0.0
0,,0,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,0,0.168,False,,,,,,,,,,,,,,,,,,,,2.0,1.0
1,,0,0.168,False,,,,,,,,,,,,,,,,,,,,2.0,1.0
0,,0,0.064,False,,,,,,,,,,,,,,,,,,,,0.0,2.0
1,,0,0.064,False,,,,,,,,,,,,,,,,,,,,0.0,2.0
0,,0,0.064,False,,,,,,,,,,,,,,,,,,,,1.0,2.0
1,,0,0.064,False,,,,,,,,,,,,,,,,,,,,1.0,2.0
0,,0,0.192,True,,,,,,,,,,,,,,,,,,,,2.0,2.0
1,,0,0.192,False,,,,,,,,,,,,,,,,,,,,2.0,2.0
0,,1,0.08000000000000002,True,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.08000000000000002,True,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.24,True,,,,,,,,,,,,,,,,,,,,2.0,0.0
1,,1,0.24,False,,,,,,,,,,,,,,,,,,,,2.0,0.0
0,,1,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.168,False,,,,,,,,,,,,,,,,,,,,2.0,1.0
1,,1,0.168,False,,,,,,,,,,,,,,,,,,,,2.0,1.0
0,,1,0.064,False,,,,,,,,,,,,,,,,,,,,0.0,2.0
1,,1,0.064,False,,,,,,,,,,,,,,,,,,,,0.0,2.0
0,,1,0.064,False,,,,,,,,,,,,,,,,,,,,1.0,2.0
1,,1,0.064,False,,,,,,,,,,,,,,,,,,,,1.0,2.0
0,,1,0.192,True,,,,,,,,,,,,,,,,,,,,2.0,2.0
1,,1,0.192,False,,,,,,,,,,,,,,,,,,,,2.0,2.0
0,,2,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,2,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,2,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,2,0.08000000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,2,0.24,False,,,,,,,,,,,,,,,,,,,,2.0,0.0
1,,2,0.24,False,,,,,,,,,,,,,,,,,,,,2.0,0.0
0,,2,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,2,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,2,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,2,0.05600000000000001,False,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,2,0.168,False,,,,,,,,,,,,,,,,,,,,2.0,1.0
1,,2,0.168,False,,,,,,,,,,,,,,,,,,,,2.0,1.0
0,,2,0.064,False,,,,,,,,,,,,,,,,,,,,0.0,2.0
1,,2,0.064,False,,,,,,,,,,,,,,,,,,,,0.0,2.0
0,,2,0.064,False,,,,,,,,,,,,,,,,,,,,1.0,2.0
1,,2,0.064,False,,,,,,,,,,,,,,,,,,,,1.0,2.0
0,,2,0.192,False,,,,,,,,,,,,,,,,,,,,2.0,2.0
1,,2,0.192,False,,,,,,,,,,,,,,,,,,,,2.0,2.0
