0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
2,,1,0.010150479,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
1,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
1,,2,0.01,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
1,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
1,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,,2,0.011354112,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,,2,0.010218701,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
1,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
1,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
0,,2,0.01,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
1,,2,0.01,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
1,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
0,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
2,,2,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
1,,2,0.014902272,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
2,,2,0.013412045,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
0,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
1,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
2,,2,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
