0,,0,0,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
1,,0,0.01,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
2,,0,0.01,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,1,1,,,,,,,,,,,,,,,,,,,,
1,,0,0.0153088,FALSE,,,1,1,,,,,,,,,,,,,,,,,,,,
2,,0,0.01,FALSE,,,1,1,,,,,,,,,,,,,,,,,,,,
0,,0,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
1,,0,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
2,,0,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
0,,0,0,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
1,,0,0.01,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
2,,0,0.01,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,1,2,,,,,,,,,,,,,,,,,,,,
1,,0,0.02,FALSE,,,1,2,,,,,,,,,,,,,,,,,,,,
2,,0,0.01,FALSE,,,1,2,,,,,,,,,,,,,,,,,,,,
0,,0,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
1,,0,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
2,,0,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
0,,1,0.01293816,FALSE,,,0,0,,,,,,,,,,,,,,,,,,,,
1,,1,0.02,TRUE,,,0,0,,,,,,,,,,,,,,,,,,,,
2,,1,0.01940724,TRUE,,,0,0,,,,,,,,,,,,,,,,,,,,
0,,1,0.03,FALSE,,,1,0,,,,,,,,,,,,,,,,,,,,
1,,1,0.04,FALSE,,,1,0,,,,,,,,,,,,,,,,,,,,
2,,1,0.04,FALSE,,,1,0,,,,,,,,,,,,,,,,,,,,
0,,1,0,FALSE,,,2,0,,,,,,,,,,,,,,,,,,,,
1,,1,0,FALSE,,,2,0,,,,,,,,,,,,,,,,,,,,
2,,1,0,FALSE,,,2,0,,,,,,,,,,,,,,,,,,,,
0,,1,0.01,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
1,,1,0.01,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
2,,1,0.01,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
0,,1,0.01477632,FALSE,,,1,1,,,,,,,,,,,,,,,,,,,,
1,,1,0.0246272,FALSE,,,1,1,,,,,,,,,,,,,,,,,,,,
2,,1,0.02,FALSE,,,1,1,,,,,,,,,,,,,,,,,,,,
0,,1,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
1,,1,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
2,,1,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
0,,1,0.01,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
1,,1,0.01,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
2,,1,0.01,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
0,,1,0.02,FALSE,,,1,2,,,,,,,,,,,,,,,,,,,,
1,,1,0.03,FALSE,,,1,2,,,,,,,,,,,,,,,,,,,,
2,,1,0.02,FALSE,,,1,2,,,,,,,,,,,,,,,,,,,,
0,,1,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
1,,1,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
2,,1,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
0,,2,0.0139872,FALSE,,,0,0,,,,,,,,,,,,,,,,,,,,
1,,2,0.02,TRUE,,,0,0,,,,,,,,,,,,,,,,,,,,
2,,2,0.0209808,TRUE,,,0,0,,,,,,,,,,,,,,,,,,,,
0,,2,0.0288768,FALSE,,,1,0,,,,,,,,,,,,,,,,,,,,
1,,2,0.048128,FALSE,,,1,0,,,,,,,,,,,,,,,,,,,,
2,,2,0.04,FALSE,,,1,0,,,,,,,,,,,,,,,,,,,,
0,,2,0,FALSE,,,2,0,,,,,,,,,,,,,,,,,,,,
1,,2,0,FALSE,,,2,0,,,,,,,,,,,,,,,,,,,,
2,,2,0,FALSE,,,2,0,,,,,,,,,,,,,,,,,,,,
0,,2,0.01,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
1,,2,0.01,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
2,,2,0.0116064,FALSE,,,0,1,,,,,,,,,,,,,,,,,,,,
0,,2,0.02,TRUE,,,1,1,,,,,,,,,,,,,,,,,,,,
1,,2,0.026624,TRUE,,,1,1,,,,,,,,,,,,,,,,,,,,
2,,2,0.02,TRUE,,,1,1,,,,,,,,,,,,,,,,,,,,
0,,2,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
1,,2,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
2,,2,0,FALSE,,,2,1,,,,,,,,,,,,,,,,,,,,
0,,2,0.01,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
1,,2,0.013392,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
2,,2,0.01,FALSE,,,0,2,,,,,,,,,,,,,,,,,,,,
0,,2,0.02,TRUE,,,1,2,,,,,,,,,,,,,,,,,,,,
1,,2,0.027648,TRUE,,,1,2,,,,,,,,,,,,,,,,,,,,
2,,2,0.02,TRUE,,,1,2,,,,,,,,,,,,,,,,,,,,
0,,2,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
1,,2,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
2,,2,0,FALSE,,,2,2,,,,,,,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
1,,0,0.01,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
2,,0,0.01,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
0,,0,0.01351296,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
1,,0,0.0225216,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
2,,0,0.02,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
0,,0,0,TRUE,,,,,2,0,,,,,,,,,,,,,,,,,,
1,,0,0,FALSE,,,,,2,0,,,,,,,,,,,,,,,,,,
2,,0,0,FALSE,,,,,2,0,,,,,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
1,,0,0.0158976,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
2,,0,0.01430784,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
0,,0,0.02402304,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
1,,0,0.04,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
2,,0,0.04,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
0,,0,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
1,,0,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
2,,0,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
0,,1,0.01,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
1,,1,0.0143856,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
2,,1,0.01,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
0,,1,0.02,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
1,,1,0.04,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
2,,1,0.03,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
0,,1,0,TRUE,,,,,2,0,,,,,,,,,,,,,,,,,,
1,,1,0,FALSE,,,,,2,0,,,,,,,,,,,,,,,,,,
2,,1,0,FALSE,,,,,2,0,,,,,,,,,,,,,,,,,,
0,,1,0.02,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
1,,1,0.0255744,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
2,,1,0.02301696,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
0,,1,0.04,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
1,,1,0.06,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
2,,1,0.06,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
0,,1,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
1,,1,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
2,,1,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
0,,2,0.01,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
1,,2,0.015552,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
2,,2,0.0139968,FALSE,,,,,0,0,,,,,,,,,,,,,,,,,,
0,,2,0.0235008,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
1,,2,0.04,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
2,,2,0.04,FALSE,,,,,1,0,,,,,,,,,,,,,,,,,,
0,,2,0,FALSE,,,,,2,0,,,,,,,,,,,,,,,,,,
1,,2,0,FALSE,,,,,2,0,,,,,,,,,,,,,,,,,,
2,,2,0,FALSE,,,,,2,0,,,,,,,,,,,,,,,,,,
0,,2,0.02,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
1,,2,0.027648,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
2,,2,0.0248832,FALSE,,,,,0,1,,,,,,,,,,,,,,,,,,
0,,2,0.04,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
1,,2,0.07,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
2,,2,0.06,FALSE,,,,,1,1,,,,,,,,,,,,,,,,,,
0,,2,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
1,,2,0.01,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
2,,2,0,FALSE,,,,,2,1,,,,,,,,,,,,,,,,,,
0,,0,0.01205568,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
1,,0,0.0200928,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
2,,0,0.01808352,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
0,,0,0.01,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
1,,0,0.02,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
2,,0,0.01,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
0,,0,0.01143744,FALSE,,,,,,,0,1,,,,,,,,,,,,,,,,
1,,0,0.0190624,FALSE,,,,,,,0,1,,,,,,,,,,,,,,,,
2,,0,0.01715616,FALSE,,,,,,,0,1,,,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
1,,0,0.0149776,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
2,,0,0.01,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
1,,0,0.0123648,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
2,,0,0.01112832,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
0,,0,0.01,TRUE,,,,,,,1,2,,,,,,,,,,,,,,,,
1,,0,0.01,TRUE,,,,,,,1,2,,,,,,,,,,,,,,,,
2,,0,0.01,TRUE,,,,,,,1,2,,,,,,,,,,,,,,,,
0,,1,0.01939392,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
1,,1,0.03,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
2,,1,0.03,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
0,,1,0.02,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
1,,1,0.03,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
2,,1,0.02285712,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
0,,1,0.01839936,TRUE,,,,,,,0,1,,,,,,,,,,,,,,,,
1,,1,0.0306656,TRUE,,,,,,,0,1,,,,,,,,,,,,,,,,
2,,1,0.02759904,FALSE,,,,,,,0,1,,,,,,,,,,,,,,,,
0,,1,0.01445664,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
1,,1,0.0240944,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
2,,1,0.02168496,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
0,,1,0.01193472,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
1,,1,0.0198912,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
2,,1,0.01790208,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
0,,1,0.01,FALSE,,,,,,,1,2,,,,,,,,,,,,,,,,
1,,1,0.0156288,FALSE,,,,,,,1,2,,,,,,,,,,,,,,,,
2,,1,0.01406592,FALSE,,,,,,,1,2,,,,,,,,,,,,,,,,
0,,2,0.0209664,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
1,,2,0.03,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
2,,2,0.03,FALSE,,,,,,,0,0,,,,,,,,,,,,,,,,
0,,2,0.02,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
1,,2,0.027456,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
2,,2,0.02,TRUE,,,,,,,1,0,,,,,,,,,,,,,,,,
0,,2,0.0198912,TRUE,,,,,,,0,1,,,,,,,,,,,,,,,,
1,,2,0.03,TRUE,,,,,,,0,1,,,,,,,,,,,,,,,,
2,,2,0.0298368,FALSE,,,,,,,0,1,,,,,,,,,,,,,,,,
0,,2,0.02,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
1,,2,0.026048,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
2,,2,0.0234432,FALSE,,,,,,,1,1,,,,,,,,,,,,,,,,
0,,2,0.0129024,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
1,,2,0.021504,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
2,,2,0.02,FALSE,,,,,,,0,2,,,,,,,,,,,,,,,,
0,,2,0.01,TRUE,,,,,,,1,2,,,,,,,,,,,,,,,,
1,,2,0.02,TRUE,,,,,,,1,2,,,,,,,,,,,,,,,,
2,,2,0.0152064,TRUE,,,,,,,1,2,,,,,,,,,,,,,,,,
0,,0,0.01020096,TRUE,,,,,,,,,0,0,,,,,,,,,,,,,,
1,,0,0.0170016,TRUE,,,,,,,,,0,0,,,,,,,,,,,,,,
2,,0,0.01530144,FALSE,,,,,,,,,0,0,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,1,0,,,,,,,,,,,,,,
1,,0,0.01,TRUE,,,,,,,,,1,0,,,,,,,,,,,,,,
2,,0,0.01,TRUE,,,,,,,,,1,0,,,,,,,,,,,,,,
0,,0,0.02623104,TRUE,,,,,,,,,0,1,,,,,,,,,,,,,,
1,,0,0.0437184,TRUE,,,,,,,,,0,1,,,,,,,,,,,,,,
2,,0,0.04,FALSE,,,,,,,,,0,1,,,,,,,,,,,,,,
0,,0,0.01351296,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
1,,0,0.0225216,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
2,,0,0.02,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
0,,1,0.01641024,FALSE,,,,,,,,,0,0,,,,,,,,,,,,,,
1,,1,0.0273504,FALSE,,,,,,,,,0,0,,,,,,,,,,,,,,
2,,1,0.02461536,FALSE,,,,,,,,,0,0,,,,,,,,,,,,,,
0,,1,0.01,FALSE,,,,,,,,,1,0,,,,,,,,,,,,,,
1,,1,0.0140896,FALSE,,,,,,,,,1,0,,,,,,,,,,,,,,
2,,1,0.01268064,FALSE,,,,,,,,,1,0,,,,,,,,,,,,,,
0,,1,0.04,FALSE,,,,,,,,,0,1,,,,,,,,,,,,,,
1,,1,0.07,FALSE,,,,,,,,,0,1,,,,,,,,,,,,,,
2,,1,0.06,FALSE,,,,,,,,,0,1,,,,,,,,,,,,,,
0,,1,0.02,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
1,,1,0.04,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
2,,1,0.03,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
0,,2,0.0177408,TRUE,,,,,,,,,0,0,,,,,,,,,,,,,,
1,,2,0.029568,TRUE,,,,,,,,,0,0,,,,,,,,,,,,,,
2,,2,0.03,FALSE,,,,,,,,,0,0,,,,,,,,,,,,,,
0,,2,0.01,FALSE,,,,,,,,,1,0,,,,,,,,,,,,,,
1,,2,0.015232,TRUE,,,,,,,,,1,0,,,,,,,,,,,,,,
2,,2,0.0137088,TRUE,,,,,,,,,1,0,,,,,,,,,,,,,,
0,,2,0.0456192,FALSE,,,,,,,,,0,1,,,,,,,,,,,,,,
1,,2,0.08,FALSE,,,,,,,,,0,1,,,,,,,,,,,,,,
2,,2,0.07,FALSE,,,,,,,,,0,1,,,,,,,,,,,,,,
0,,2,0.0235008,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
1,,2,0.04,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
2,,2,0.04,FALSE,,,,,,,,,1,1,,,,,,,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
1,,0,0.01,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
2,,0,0.01,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
0,,0,0,TRUE,,,,,,,,,,,1,0,,,,,,,,,,,,
1,,0,0.01,FALSE,,,,,,,,,,,1,0,,,,,,,,,,,,
2,,0,0.01,FALSE,,,,,,,,,,,1,0,,,,,,,,,,,,
0,,0,0.03,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
1,,0,0.04416,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
2,,0,0.04,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
1,,0,0.02484,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
2,,0,0.02,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
0,,1,0.014208,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
1,,1,0.02,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
2,,1,0.021312,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
0,,1,0.01,FALSE,,,,,,,,,,,1,0,,,,,,,,,,,,
1,,1,0.01332,FALSE,,,,,,,,,,,1,0,,,,,,,,,,,,
2,,1,0.011988,FALSE,,,,,,,,,,,1,0,,,,,,,,,,,,
0,,1,0.042624,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
1,,1,0.07,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
2,,1,0.06,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
0,,1,0.023976,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
1,,1,0.03996,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
2,,1,0.035964,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
0,,2,0.01536,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
1,,2,0.03,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
2,,2,0.02,FALSE,,,,,,,,,,,0,0,,,,,,,,,,,,
0,,2,0.01,TRUE,,,,,,,,,,,1,0,,,,,,,,,,,,
1,,2,0.01,FALSE,,,,,,,,,,,1,0,,,,,,,,,,,,
2,,2,0.01,FALSE,,,,,,,,,,,1,0,,,,,,,,,,,,
0,,2,0.05,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
1,,2,0.08,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
2,,2,0.07,FALSE,,,,,,,,,,,0,1,,,,,,,,,,,,
0,,2,0.03,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
1,,2,0.0432,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
2,,2,0.04,FALSE,,,,,,,,,,,1,1,,,,,,,,,,,,
0,,0,0.01086336,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
1,,0,0.02,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
2,,0,0.02,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
0,,0,0.01563264,TRUE,,,,,,,,,,,,,1,0,,,,,,,,,,
1,,0,0.03,TRUE,,,,,,,,,,,,,1,0,,,,,,,,,,
2,,0,0.02344896,FALSE,,,,,,,,,,,,,1,0,,,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,0,1,,,,,,,,,,
1,,0,0.0196144,FALSE,,,,,,,,,,,,,0,1,,,,,,,,,,
2,,0,0.02,FALSE,,,,,,,,,,,,,0,1,,,,,,,,,,
0,,0,0.01693536,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
1,,0,0.03,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
2,,0,0.02540304,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
0,,1,0.01747584,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
1,,1,0.03,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
2,,1,0.03,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
0,,1,0.02514816,TRUE,,,,,,,,,,,,,1,0,,,,,,,,,,
1,,1,0.0419136,TRUE,,,,,,,,,,,,,1,0,,,,,,,,,,
2,,1,0.04,FALSE,,,,,,,,,,,,,1,0,,,,,,,,,,
0,,1,0.02,FALSE,,,,,,,,,,,,,0,1,,,,,,,,,,
1,,1,0.03,TRUE,,,,,,,,,,,,,0,1,,,,,,,,,,
2,,1,0.02839824,FALSE,,,,,,,,,,,,,0,1,,,,,,,,,,
0,,1,0.02724384,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
1,,1,0.05,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
