1,,2,0.21120000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,2,0.23120000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,2,0.23120000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,2,0.10880000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,2,0.10880000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.1472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.1472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.2432,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.2432,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.24960000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
1,,0,0.24960000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
0,,0,0.0828,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.0828,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.1368,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.1368,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.1404,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
1,,0,0.1404,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
0,,1,0.1472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.1472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.2432,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.2432,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.24960000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
1,,1,0.24960000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
0,,1,0.0828,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.0828,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.1368,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.1368,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.1404,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
1,,1,0.1404,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
0,,2,0.1472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,2,0.1472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,2,0.2432,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,2,0.2432,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,2,0.24960000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
1,,2,0.24960000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
0,,2,0.0828,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,2,0.0828,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,2,0.1368,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,2,0.1368,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,2,0.1404,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
1,,2,0.1404,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
0,,0,0.40800000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.40800000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.272,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.272,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.40800000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.40800000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.272,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.272,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,2,0.40800000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,2,0.40800000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,2,0.272,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,2,0.272,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,2,0.192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,2,0.192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,2,0.128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,2,0.128,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
