0,,1,0.23,False,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.23,False,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.77,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.77,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.23,False,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.23,False,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.77,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.77,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.24,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.24,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.2,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.2,False,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.56,False,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.56,False,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.24,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.24,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.2,False,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.2,False,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.56,False,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.56,True,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.24,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.24,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.2,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.2,False,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.56,False,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.56,False,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.29,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.29,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.71,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.71,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.29,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.29,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.71,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.71,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.29,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.29,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.71,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.71,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.42,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.42,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.5,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.5,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.08,False,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.08,False,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.42,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.42,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.5,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.5,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.08,True,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.08,True,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.42,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.42,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.5,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.5,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.08,True,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.08,True,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.55,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.45,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.55,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.55,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.45,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.69,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.69,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.27,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.27,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.04,True,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.04,False,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.69,False,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.69,False,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.27,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.27,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.04,True,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.04,False,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.69,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.69,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.27,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.27,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.04,False,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.04,False,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.34,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.34,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.35,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.35,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.31,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.31,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.34,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.34,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.35,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.35,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.31,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.31,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.34,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.34,False,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.35,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.35,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.31,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.31,False,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1593,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.1593,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.236,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.236,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.1947,True,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.1947,True,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.1107,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.1107,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.164,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.164,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.1353,False,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.1353,False,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.1593,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.1593,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.236,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.236,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.1947,True,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.1947,True,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.1107,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.1107,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.164,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.164,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.1353,False,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.1353,False,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.1593,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.1593,False,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.236,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.236,False,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.1947,False,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.1947,False,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.1107,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.1107,False,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.164,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.164,False,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,2,0.1353,True,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,2,0.1353,True,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.4092,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.4092,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.2508,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.2508,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.1488,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.1488,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.0912,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.0912,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.062,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
1,,0,0.062,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
0,,0,0.038000000000000006,True,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
1,,0,0.038000000000000006,True,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
0,,1,0.4092,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.4092,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.2508,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.2508,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.1488,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.1488,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.0912,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.0912,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.062,False,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
