1,,1,0.17490000000000003,False,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.1551,True,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1551,True,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.4686,True,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.4686,True,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.1914,False,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.1914,False,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.2414,True,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.2414,True,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.09860000000000001,True,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.09860000000000001,True,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.4686,True,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.4686,True,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.1914,False,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.1914,False,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.2414,True,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.2414,True,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.09860000000000001,True,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.09860000000000001,True,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.48750000000000004,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.48750000000000004,True,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.26249999999999996,True,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.26249999999999996,True,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.1625,False,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.1625,False,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.0875,True,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.0875,True,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.48750000000000004,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.48750000000000004,False,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.26249999999999996,False,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.26249999999999996,False,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.1625,False,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.1625,False,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.0875,True,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.0875,True,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.49770000000000003,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.49770000000000003,True,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.2923,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.2923,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.1323,False,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.1323,False,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.07769999999999999,False,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.07769999999999999,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.49770000000000003,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.49770000000000003,True,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.2923,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.2923,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.1323,False,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.1323,False,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.07769999999999999,True,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.07769999999999999,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.396,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.396,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.324,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.324,False,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.15400000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.15400000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.12600000000000003,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.12600000000000003,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.396,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.396,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.324,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.324,False,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.15400000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.15400000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.12600000000000003,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.12600000000000003,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.6160000000000001,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.6160000000000001,False,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.15400000000000003,True,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.15400000000000003,True,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.18400000000000002,True,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.18400000000000002,False,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.046000000000000006,True,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.046000000000000006,True,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.6160000000000001,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.6160000000000001,False,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.15400000000000003,True,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.15400000000000003,True,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.18400000000000002,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.18400000000000002,False,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.046000000000000006,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.046000000000000006,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.3968,True,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.3968,True,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.22319999999999998,False,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.22319999999999998,False,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.2432,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.2432,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.1368,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.1368,False,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.3968,True,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.3968,True,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.22319999999999998,False,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.22319999999999998,False,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.2432,True,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.2432,True,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.1368,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.1368,False,,,,,,,,,,,,,,,,,,,1.0,1.0
