0,,,1,0.13497599999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,,1,0.13497599999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,,1,0.13497599999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,,1,0.005824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,,1,0.005824,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
2,,,1,0.005824,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,,1,0.016576,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,,1,0.016576,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
2,,,1,0.016576,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,,1,0.027143999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
1,,,1,0.027143999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
2,,,1,0.027143999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
0,,,1,0.07725599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
1,,,1,0.07725599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
2,,,1,0.07725599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
0,,,1,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
1,,,1,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
2,,,1,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
0,,,1,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
1,,,1,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
2,,,1,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
0,,,1,0.005278,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
1,,,1,0.005278,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
2,,,1,0.005278,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
0,,,1,0.015022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
1,,,1,0.015022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
2,,,1,0.015022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
0,,,2,0.036504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,,2,0.036504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,,2,0.036504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,,2,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,,2,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,,2,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,,2,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,,2,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,,2,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,,2,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,,2,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,,2,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,,2,0.007098000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,,2,0.007098000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
2,,,2,0.007098000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,,2,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,,2,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
2,,,2,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,,2,0.029952000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,,2,0.029952000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,,2,0.029952000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,,2,0.08524799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,,2,0.08524799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,,2,0.08524799999999999,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,,2,0.047424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,,2,0.047424,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,,2,0.047424,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,,2,0.13497599999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,,2,0.13497599999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,,2,0.13497599999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,,2,0.005824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,,2,0.005824,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
2,,,2,0.005824,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,,2,0.016576,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,,2,0.016576,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
2,,,2,0.016576,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,,2,0.027143999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
1,,,2,0.027143999999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
2,,,2,0.027143999999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
0,,,2,0.07725599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
1,,,2,0.07725599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
2,,,2,0.07725599999999999,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
0,,,2,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
1,,,2,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
2,,,2,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
0,,,2,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
1,,,2,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
2,,,2,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
0,,,2,0.005278,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
1,,,2,0.005278,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
2,,,2,0.005278,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
0,,,2,0.015022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
1,,,2,0.015022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
2,,,2,0.015022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
