1,,0,0.5,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.42,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.42,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.08,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.08,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.5,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.5,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.42,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.42,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.08,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.08,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.21,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.21,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.79,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.79,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.21,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.21,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.79,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.79,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.64,False,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.64,False,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.23,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.23,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.13,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.13,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.64,False,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.64,False,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.23,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.23,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.13,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.13,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.64,False,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.64,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.36,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.36,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.64,False,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.64,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.36,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.36,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.67,True,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.67,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.33,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.33,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.67,True,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.67,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.33,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.33,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1625,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.1625,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.0875,False,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.0875,True,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.48750000000000004,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.48750000000000004,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.26249999999999996,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.26249999999999996,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.1625,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.1625,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.0875,False,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.0875,False,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.48750000000000004,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.48750000000000004,True,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.26249999999999996,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.26249999999999996,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.11220000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.11220000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.21780000000000002,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.21780000000000002,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1496,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.1496,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.2904,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.2904,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.0782,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.0782,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.15180000000000002,False,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.15180000000000002,False,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.11220000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.11220000000000001,True,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.21780000000000002,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.21780000000000002,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.1496,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.1496,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.2904,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.2904,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.0782,False,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.0782,True,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.15180000000000002,False,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.15180000000000002,False,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1628,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.1628,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1276,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.1276,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1496,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.1496,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.20720000000000002,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.20720000000000002,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.16240000000000002,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.16240000000000002,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.19040000000000004,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.19040000000000004,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.1628,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.1628,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.1276,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.1276,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.1496,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.1496,False,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.20720000000000002,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.20720000000000002,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.16240000000000002,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.16240000000000002,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.19040000000000004,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.19040000000000004,False,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.0925,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.0925,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.222,False,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.222,False,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.0555,False,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.0555,True,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.1575,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.1575,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.378,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.378,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.0945,False,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.0945,False,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.0925,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.0925,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.222,False,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.222,False,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.0555,False,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.0555,True,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.1575,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.1575,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.378,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.378,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.0945,False,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.0945,False,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.10400000000000001,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.10400000000000001,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.156,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.156,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.296,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.296,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.444,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.444,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.10400000000000001,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.10400000000000001,True,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.156,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.156,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.296,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.296,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.444,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.444,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.2397,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.2397,True,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.23029999999999998,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.23029999999999998,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.27030000000000004,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.27030000000000004,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.2597,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.2597,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.2397,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.2397,True,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.23029999999999998,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.23029999999999998,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.27030000000000004,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.27030000000000004,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.2597,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.2597,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.1175,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.1175,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.1325,True,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.1325,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.3525,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.3525,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.3975,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.3975,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.1175,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.1175,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.1325,True,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.1325,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.3525,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.3525,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.3975,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.3975,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.1056,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.1056,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.12320000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.12320000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.2112,False,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.2112,False,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.13440000000000002,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.13440000000000002,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.15680000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.15680000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.26880000000000004,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.26880000000000004,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.1056,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.1056,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.12320000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.12320000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.2112,False,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.2112,False,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.13440000000000002,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.13440000000000002,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.15680000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.15680000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.26880000000000004,True,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.26880000000000004,True,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.09019999999999999,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.09019999999999999,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.3198,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.3198,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.1056,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.1056,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.3744,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.3744,True,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.0242,False,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,
1,,0,0.0242,False,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,
0,,0,0.0858,False,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,
1,,0,0.0858,False,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,
0,,1,0.09019999999999999,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.09019999999999999,True,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.3198,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.3198,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.1056,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.1056,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.3744,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.3744,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.0242,False,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,
